,theta_mom,theta_me,theta_btm,,,,,
47,0.02210490827467198,-0.102060161,0.028777820529749205,,,,,
48,0.02210490827467198,-0.102060161,0.028777820529749205,,,,,
49,-0.004289242,-0.084272662,-0.028863947,,,,,
50,-0.030402279,-0.041925779,-0.062604099,,,,,
51,-0.012893414,-0.008471749,-0.049662697,,,,,
52,0.02380507352628743,-0.036866104,-0.077788336,,,,,
53,0.02380507352628743,-0.036866104,-0.077788336,,,,,
54,0.02380507352628743,-0.036866104,-0.077788336,,,,,
55,0.02380507352628743,-0.036866104,-0.077788336,,,,,
56,0.02380507352628743,-0.036866104,-0.077788336,,,,,
57,0.02380507352628743,-0.036866104,-0.077788336,,,,,
58,0.02380507352628743,-0.036866104,-0.077788336,,,,,
59,0.051704960843806186,-0.047669026,-0.072916663,,,,,
60,0.028117275155565977,-0.061543245,-0.113919036,,,,,
61,0.028117275155565977,-0.061543245,-0.113919036,,,,,
62,0.06878997878084385,-0.06193946,-0.100405694,,,,,
63,0.08421720862920619,-0.030259476,-0.120312284,,,,,
64,0.08421720862920619,-0.030259476,-0.120312284,,,,,
65,0.08901702855431687,0.0008399016278054054,-0.123488979,,,,,
66,0.08901702855431687,0.0008399016278054054,-0.123488979,,,,,
67,0.08901702855431687,0.0008399016278054054,-0.123488979,,,,,
68,0.08901702855431687,0.0008399016278054054,-0.123488979,,,,,
69,0.03921891559367465,-0.039590628,-0.106874279,,,,,
70,0.03921891559367465,-0.039590628,-0.106874279,,,,,
71,0.03907535408573803,0.008454555125403843,-0.078372385,,,,,
72,0.06811499187589991,-0.027201047,-0.069938593,,,,,
73,0.0778015279653504,-0.069943979,-0.056052819,,,,,
74,0.06494552474927334,-0.067721821,-0.063642013,,,,,
75,0.04899615164750284,-0.066951834,-0.037964421,,,,,
76,0.048586452418948524,-0.035182058,-0.020543903,,,,,
77,0.060323231161271064,0.035746589232175496,0.006262081317276055,,,,,
78,0.018854973448187484,0.07021346647882401,0.03243514347769157,,,,,
79,-0.020973388,0.06147551688094394,0.04742230335803572,,,,,
80,-0.020973388,0.06147551688094394,0.04742230335803572,,,,,
81,-0.020973388,0.06147551688094394,0.04742230335803572,,,,,
82,0.034087525680501246,0.03462367986514936,0.040545708073708685,,,,,
83,0.06216907706886353,0.03526519182324064,0.045637844412798716,,,,,
84,0.06216907706886353,0.03526519182324064,0.045637844412798716,,,,,
85,0.060550154344188374,0.05286741753047609,0.04142818110943077,,,,,
86,0.060550154344188374,0.05286741753047609,0.04142818110943077,,,,,
87,0.060550154344188374,0.05286741753047609,0.04142818110943077,,,,,
